AgentID,Date,ArrivalTime,EntryPoint,TargetTerminal,UserType,ReservationStatus,DisabilityStatus,LotID,ParkingFee,ParkingDurationForecast
10049,8/1/25,11.42,Van Wyck Expressway,T8,Business,False,False,,0,443.0
10050,8/1/25,12.48,Van Wyck Expressway,T1,Short-Term,False,False,,0,68.0
10051,8/1/25,12.89,Van Wyck Expressway,T1,Short-Term,False,False,,0,79.0
10052,8/1/25,13.74,Van Wyck Expressway,T8,Business,False,False,,0,258.0
10053,8/1/25,13.75,Van Wyck Expressway,T8,Business,False,False,,0,237.0
10054,8/1/25,13.78,Van Wyck Expressway,T8,Business,False,False,,0,298.0
10055,8/1/25,13.9,Van Wyck Expressway,T4,Staff,False,False,,0,480.0
10056,8/1/25,14.03,Van Wyck Expressway,T5,Short-Term,False,False,,0,56.0
10057,8/1/25,14.1,Van Wyck Expressway,T1,Short-Term,False,False,,0,107.0
10058,8/1/25,14.32,Van Wyck Expressway,T4,Vacationer,False,False,,0,4229.0
10059,8/1/25,14.34,Van Wyck Expressway,T5,Business,False,False,,0,310.0
10060,8/1/25,14.44,Van Wyck Expressway,T4,Short-Term,False,False,,0,88.0
10061,8/1/25,14.46,Van Wyck Expressway,T4,Business,False,False,,0,444.0
10062,8/1/25,14.68,Van Wyck Expressway,T5,Short-Term,False,False,,0,56.0
10063,8/1/25,15.3,Van Wyck Expressway,T8,Short-Term,False,False,,0,97.0
10064,8/1/25,15.36,Van Wyck Expressway,T5,Vacationer,False,False,,0,3389.0
10065,8/1/25,16.83,Van Wyck Expressway,T1,Business,True,False,,0,245.0
10066,8/1/25,16.97,Van Wyck Expressway,T5,Business,False,False,,0,316.0
10067,8/1/25,17.36,Van Wyck Expressway,T8,Business,False,False,,0,425.0
10068,8/1/25,17.36,Van Wyck Expressway,T1,Business,False,False,,0,256.0
10069,8/1/25,17.65,Van Wyck Expressway,T8,Short-Term,False,False,,0,104.0
10070,8/1/25,18.01,Van Wyck Expressway,T1,Business,False,False,,0,261.0
10071,8/1/25,18.27,Van Wyck Expressway,T8,Short-Term,False,False,,0,98.0
10072,8/1/25,18.27,Van Wyck Expressway,T4,Staff,False,False,,0,480.0
10073,8/1/25,18.53,Van Wyck Expressway,T4,Business,False,False,,0,242.0
10074,8/1/25,18.55,Van Wyck Expressway,T8,Short-Term,False,False,,0,103.0
10075,8/1/25,18.61,Van Wyck Expressway,T8,Short-Term,False,False,,0,109.0
10076,8/1/25,18.73,Van Wyck Expressway,T1,Vacationer,False,False,,0,4141.0
10077,8/1/25,19.05,Van Wyck Expressway,T4,Short-Term,False,False,,0,64.0
10078,8/1/25,19.2,Van Wyck Expressway,T8,Short-Term,False,False,,0,44.0
10079,8/1/25,19.46,Van Wyck Expressway,T8,Business,True,False,,0,456.0
10080,8/1/25,19.49,Van Wyck Expressway,T8,Vacationer,False,False,,0,796.0
10081,8/1/25,19.92,Van Wyck Expressway,T1,Short-Term,False,False,,0,113.0
10082,8/1/25,20.17,Van Wyck Expressway,T5,Business,False,False,,0,132.0
10083,8/1/25,21.61,Van Wyck Expressway,T8,Business,False,False,,0,123.0
10084,8/1/25,21.65,Van Wyck Expressway,T5,Vacationer,False,False,,0,2203.0
10085,8/1/25,21.82,Van Wyck Expressway,T4,Short-Term,False,False,,0,82.0
10086,8/1/25,21.83,Van Wyck Expressway,T1,Short-Term,False,False,,0,106.0
10087,8/1/25,22.53,Van Wyck Expressway,T4,Short-Term,False,False,,0,103.0
10088,8/1/25,23.05,Van Wyck Expressway,T5,Business,False,False,,0,190.0
10089,8/1/25,23.35,Van Wyck Expressway,T1,Vacationer,False,False,,0,3868.0
10090,8/1/25,23.39,Van Wyck Expressway,T1,Vacationer,False,False,,0,1273.0
10091,8/1/25,23.43,Van Wyck Expressway,T8,Short-Term,False,False,,0,101.0
10092,8/1/25,23.54,Van Wyck Expressway,T1,Business,False,False,,0,178.0
10093,8/1/25,23.57,Van Wyck Expressway,T4,Vacationer,False,False,,0,1788.0
10094,8/1/25,23.64,Van Wyck Expressway,T4,Short-Term,False,False,,0,66.0
10095,8/1/25,23.86,Van Wyck Expressway,T4,Short-Term,False,False,,0,36.0
10096,8/1/25,23.89,Van Wyck Expressway,T5,Business,False,False,,0,469.0
10097,8/1/25,24.08,Van Wyck Expressway,T8,Vacationer,False,False,,0,3363.0
10098,8/1/25,24.24,Van Wyck Expressway,T8,Business,True,False,,0,416.0
10099,8/1/25,24.52,Van Wyck Expressway,T5,Staff,True,False,,0,480.0
10100,8/1/25,24.53,Van Wyck Expressway,T4,Business,False,False,,0,214.0
10101,8/1/25,25.8,Van Wyck Expressway,T5,Staff,False,False,,0,480.0
10102,8/1/25,25.82,Van Wyck Expressway,T4,Business,False,False,,0,168.0
10103,8/1/25,25.96,Van Wyck Expressway,T8,Staff,False,False,,0,480.0
10104,8/1/25,26.05,Van Wyck Expressway,T5,Short-Term,False,False,,0,41.0
10105,8/1/25,26.29,Van Wyck Expressway,T8,Staff,False,False,,0,480.0
10106,8/1/25,26.37,Van Wyck Expressway,T5,Short-Term,False,False,,0,50.0
10107,8/1/25,26.44,Van Wyck Expressway,T4,Business,False,False,,0,258.0
10108,8/1/25,26.48,Van Wyck Expressway,T8,Business,False,False,,0,232.0
10109,8/1/25,26.59,Van Wyck Expressway,T5,Vacationer,False,False,,0,544.0
10110,8/1/25,26.64,Van Wyck Expressway,T5,Business,False,False,,0,152.0
10111,8/1/25,27.18,Van Wyck Expressway,T5,Staff,False,False,,0,480.0
10112,8/1/25,27.21,Van Wyck Expressway,T4,Business,False,False,,0,158.0
10113,8/1/25,27.31,Van Wyck Expressway,T4,Short-Term,False,False,,0,43.0
10114,8/1/25,27.7,Van Wyck Expressway,T8,Business,False,False,,0,463.0
10115,8/1/25,27.87,Van Wyck Expressway,T4,Business,True,False,,0,217.0
10116,8/1/25,28.1,Van Wyck Expressway,T5,Short-Term,True,False,,0,56.0
10117,8/1/25,28.17,Van Wyck Expressway,T4,Short-Term,False,False,,0,85.0
10118,8/1/25,28.42,Van Wyck Expressway,T5,Short-Term,False,False,,0,78.0
10119,8/1/25,28.62,Van Wyck Expressway,T4,Vacationer,False,False,,0,1615.0
10120,8/1/25,29.06,Van Wyck Expressway,T4,Vacationer,False,False,,0,2033.0
10121,8/1/25,29.15,Van Wyck Expressway,T8,Short-Term,False,False,,0,112.0
10122,8/1/25,29.37,Van Wyck Expressway,T1,Short-Term,False,False,,0,59.0
10123,8/1/25,29.53,Van Wyck Expressway,T8,Business,False,False,,0,316.0
10124,8/1/25,29.61,Van Wyck Expressway,T5,Short-Term,False,False,,0,68.0
10125,8/1/25,29.75,Van Wyck Expressway,T1,Vacationer,False,False,,0,370.0
10126,8/1/25,29.77,Van Wyck Expressway,T4,Short-Term,False,False,,0,80.0
10127,8/1/25,30.02,Van Wyck Expressway,T1,Vacationer,False,False,,0,3373.0
10128,8/1/25,30.06,Van Wyck Expressway,T8,Short-Term,True,False,,0,93.0
10129,8/1/25,30.22,Van Wyck Expressway,T4,Short-Term,False,False,,0,116.0
10130,8/1/25,30.63,Van Wyck Expressway,T4,Vacationer,False,False,,0,3661.0
10131,8/1/25,30.69,Van Wyck Expressway,T4,Short-Term,False,False,,0,80.0
10132,8/1/25,30.78,Van Wyck Expressway,T1,Short-Term,False,False,,0,35.0
10133,8/1/25,30.86,Van Wyck Expressway,T4,Short-Term,False,False,,0,106.0
10134,8/1/25,31.1,Van Wyck Expressway,T4,Business,False,False,,0,217.0
10135,8/1/25,31.48,Van Wyck Expressway,T5,Business,False,False,,0,243.0
10136,8/1/25,31.54,Van Wyck Expressway,T5,Business,False,False,,0,304.0
10137,8/1/25,31.87,Van Wyck Expressway,T8,Vacationer,False,False,,0,982.0
10138,8/1/25,32.07,Van Wyck Expressway,T1,Short-Term,False,False,,0,110.0
10139,8/1/25,32.08,Van Wyck Expressway,T8,Short-Term,False,False,,0,70.0
10140,8/1/25,32.12,Van Wyck Expressway,T8,Staff,False,False,,0,480.0
10141,8/1/25,32.19,Van Wyck Expressway,T1,Business,False,False,,0,235.0
10142,8/1/25,32.21,Van Wyck Expressway,T1,Short-Term,False,False,,0,84.0
10143,8/1/25,32.44,Van Wyck Expressway,T8,Vacationer,False,False,,0,3784.0
10144,8/1/25,32.47,Van Wyck Expressway,T1,Business,True,False,,0,159.0
10145,8/1/25,32.88,Van Wyck Expressway,T4,Short-Term,False,False,,0,61.0
10146,8/1/25,32.93,Van Wyck Expressway,T1,Vacationer,True,False,,0,3224.0
10147,8/1/25,33.09,Van Wyck Expressway,T1,Business,False,False,,0,201.0
10148,8/1/25,33.3,Van Wyck Expressway,T5,Vacationer,False,False,,0,3596.0
10149,8/1/25,33.37,Van Wyck Expressway,T1,Staff,False,False,,0,480.0
10150,8/1/25,33.61,Van Wyck Expressway,T8,Short-Term,False,False,,0,87.0
10151,8/1/25,33.91,Van Wyck Expressway,T1,Business,False,False,,0,376.0
10152,8/1/25,34.15,Van Wyck Expressway,T4,Short-Term,False,False,,0,112.0
10153,8/1/25,34.2,Van Wyck Expressway,T4,Staff,False,False,,0,480.0
10154,8/1/25,34.25,Van Wyck Expressway,T8,Vacationer,False,False,,0,4156.0
10155,8/1/25,34.26,Van Wyck Expressway,T1,Short-Term,False,False,,0,31.0
10156,8/1/25,34.69,Van Wyck Expressway,T4,Staff,False,False,,0,480.0
10157,8/1/25,34.79,Van Wyck Expressway,T1,Vacationer,False,False,,0,625.0
10158,8/1/25,34.92,Van Wyck Expressway,T8,Staff,False,False,,0,480.0
10159,8/1/25,35.28,Van Wyck Expressway,T5,Business,False,False,,0,168.0
10160,8/1/25,35.45,Van Wyck Expressway,T1,Short-Term,False,False,,0,108.0
10161,8/1/25,35.49,Van Wyck Expressway,T8,Staff,True,False,,0,480.0
10162,8/1/25,35.65,Van Wyck Expressway,T8,Business,False,False,,0,479.0
10163,8/1/25,36.15,Van Wyck Expressway,T1,Short-Term,False,False,,0,109.0
10164,8/1/25,36.32,Van Wyck Expressway,T5,Short-Term,False,False,,0,75.0
10165,8/1/25,36.42,Van Wyck Expressway,T1,Staff,False,False,,0,480.0
10166,8/1/25,37.16,Van Wyck Expressway,T8,Business,False,False,,0,430.0
10167,8/1/25,37.23,Van Wyck Expressway,T1,Staff,False,False,,0,480.0
10168,8/1/25,37.27,Van Wyck Expressway,T4,Short-Term,False,False,,0,91.0
10169,8/1/25,37.31,Van Wyck Expressway,T8,Short-Term,False,False,,0,40.0
10170,8/1/25,37.63,Van Wyck Expressway,T5,Business,False,False,,0,389.0
10171,8/1/25,37.69,Van Wyck Expressway,T8,Short-Term,False,False,,0,84.0
10172,8/1/25,37.71,Van Wyck Expressway,T5,Vacationer,False,False,,0,4030.0
10173,8/1/25,37.9,Van Wyck Expressway,T4,Vacationer,False,False,,0,4088.0
10174,8/1/25,37.9,Van Wyck Expressway,T8,Short-Term,False,False,,0,56.0
10175,8/1/25,38.05,Van Wyck Expressway,T5,Short-Term,False,False,,0,102.0
10176,8/1/25,38.23,Van Wyck Expressway,T5,Short-Term,False,False,,0,86.0
10177,8/1/25,38.44,Van Wyck Expressway,T5,Staff,False,False,,0,480.0
10178,8/1/25,38.47,Van Wyck Expressway,T1,Business,False,False,,0,412.0
10179,8/1/25,38.54,Van Wyck Expressway,T4,Vacationer,False,False,,0,2455.0
10180,8/1/25,38.79,Van Wyck Expressway,T4,Short-Term,False,False,,0,69.0
10181,8/1/25,38.94,Van Wyck Expressway,T5,Business,False,False,,0,390.0
10182,8/1/25,39.27,Van Wyck Expressway,T4,Short-Term,True,False,,0,89.0
10183,8/1/25,39.43,Van Wyck Expressway,T8,Short-Term,False,False,,0,34.0
10184,8/1/25,39.45,Van Wyck Expressway,T4,Short-Term,False,False,,0,109.0
10185,8/1/25,39.48,Van Wyck Expressway,T8,Vacationer,False,False,,0,768.0
10186,8/1/25,39.58,Van Wyck Expressway,T4,Business,False,False,,0,218.0
10187,8/1/25,40.1,Van Wyck Expressway,T1,Short-Term,False,False,,0,101.0
10188,8/1/25,40.13,Van Wyck Expressway,T4,Short-Term,False,False,,0,119.0
10189,8/1/25,40.53,Van Wyck Expressway,T8,Vacationer,False,False,,0,3294.0
10190,8/1/25,40.82,Van Wyck Expressway,T5,Business,False,False,,0,349.0
10191,8/1/25,40.97,Van Wyck Expressway,T8,Business,False,False,,0,291.0
10192,8/1/25,41.38,Van Wyck Expressway,T5,Business,False,False,,0,388.0
10193,8/1/25,41.39,Van Wyck Expressway,T4,Staff,False,False,,0,480.0
10194,8/1/25,41.72,Van Wyck Expressway,T4,Vacationer,False,False,,0,2160.0
10195,8/1/25,41.8,Van Wyck Expressway,T4,Business,False,False,,0,333.0
10196,8/1/25,41.92,Van Wyck Expressway,T5,Short-Term,False,False,,0,104.0
10197,8/1/25,42.22,Van Wyck Expressway,T5,Short-Term,False,False,,0,54.0
10198,8/1/25,42.31,Van Wyck Expressway,T8,Short-Term,False,False,,0,50.0
10199,8/1/25,42.32,Van Wyck Expressway,T1,Business,True,False,,0,292.0
10200,8/1/25,42.47,Van Wyck Expressway,T1,Short-Term,False,False,,0,71.0
10201,8/1/25,42.56,Van Wyck Expressway,T1,Staff,False,False,,0,480.0
10202,8/1/25,43.0,Van Wyck Expressway,T4,Vacationer,False,False,,0,1398.0
10203,8/1/25,43.2,Van Wyck Expressway,T4,Short-Term,False,False,,0,90.0
10204,8/1/25,43.29,Van Wyck Expressway,T4,Short-Term,False,False,,0,60.0
10205,8/1/25,43.31,Van Wyck Expressway,T5,Vacationer,False,False,,0,3808.0
10206,8/1/25,43.32,Van Wyck Expressway,T1,Vacationer,False,False,,0,3998.0
10207,8/1/25,43.35,Van Wyck Expressway,T8,Short-Term,False,False,,0,54.0
10208,8/1/25,43.7,Van Wyck Expressway,T5,Short-Term,True,False,,0,75.0
10209,8/1/25,44.55,Van Wyck Expressway,T8,Staff,False,False,,0,480.0
10210,8/1/25,44.57,Van Wyck Expressway,T5,Short-Term,False,False,,0,92.0
10211,8/1/25,45.14,Van Wyck Expressway,T1,Vacationer,False,False,,0,3798.0
10212,8/1/25,45.14,Van Wyck Expressway,T8,Vacationer,False,False,,0,3862.0
10213,8/1/25,45.33,Van Wyck Expressway,T1,Business,False,False,,0,301.0
10214,8/1/25,45.7,Van Wyck Expressway,T4,Short-Term,False,False,,0,72.0
10215,8/1/25,45.85,Van Wyck Expressway,T1,Vacationer,False,False,,0,3051.0
10216,8/1/25,46.07,Van Wyck Expressway,T1,Staff,False,False,,0,480.0
10217,8/1/25,46.29,Van Wyck Expressway,T4,Business,False,False,,0,358.0
10218,8/1/25,46.63,Van Wyck Expressway,T1,Business,False,False,,0,298.0
10219,8/1/25,46.73,Van Wyck Expressway,T4,Short-Term,False,False,,0,100.0
10220,8/1/25,46.84,Van Wyck Expressway,T8,Vacationer,False,False,,0,372.0
10221,8/1/25,47.04,Van Wyck Expressway,T1,Short-Term,False,False,,0,93.0
10222,8/1/25,47.06,Van Wyck Expressway,T1,Vacationer,False,False,,0,1789.0
10223,8/1/25,47.49,Van Wyck Expressway,T8,Business,False,False,,0,158.0
10224,8/1/25,47.83,Van Wyck Expressway,T8,Short-Term,False,False,,0,90.0
10225,8/1/25,48.16,Van Wyck Expressway,T5,Business,False,False,,0,421.0
10226,8/1/25,48.3,Van Wyck Expressway,T5,Vacationer,False,False,,0,2139.0
10227,8/1/25,48.53,Van Wyck Expressway,T1,Vacationer,False,False,,0,4018.0
10228,8/1/25,48.74,Van Wyck Expressway,T5,Business,False,False,,0,286.0
10229,8/1/25,49.01,Van Wyck Expressway,T1,Short-Term,False,False,,0,99.0
10230,8/1/25,49.16,Van Wyck Expressway,T8,Short-Term,False,False,,0,93.0
10231,8/1/25,49.7,Van Wyck Expressway,T1,Short-Term,False,False,,0,67.0
10232,8/1/25,49.84,Van Wyck Expressway,T1,Short-Term,True,False,,0,72.0
10233,8/1/25,49.89,Van Wyck Expressway,T1,Business,False,False,,0,178.0
10234,8/1/25,50.1,Van Wyck Expressway,T5,Business,False,False,,0,316.0
10235,8/1/25,50.48,Van Wyck Expressway,T4,Short-Term,True,False,,0,69.0
10236,8/1/25,50.56,Van Wyck Expressway,T1,Short-Term,True,False,,0,52.0
10237,8/1/25,50.62,Van Wyck Expressway,T8,Short-Term,False,False,,0,34.0
10238,8/1/25,50.65,Van Wyck Expressway,T1,Staff,False,False,,0,480.0
10239,8/1/25,50.84,Van Wyck Expressway,T1,Short-Term,True,False,,0,69.0
10240,8/1/25,51.0,Van Wyck Expressway,T5,Business,True,False,,0,422.0
10241,8/1/25,51.21,Van Wyck Expressway,T4,Business,False,False,,0,384.0
10242,8/1/25,51.26,Van Wyck Expressway,T8,Business,False,False,,0,180.0
10243,8/1/25,51.39,Van Wyck Expressway,T1,Business,False,False,,0,130.0
10244,8/1/25,51.39,Van Wyck Expressway,T5,Business,False,False,,0,445.0
10245,8/1/25,51.52,Van Wyck Expressway,T4,Vacationer,False,False,,0,1535.0
10246,8/1/25,51.73,Van Wyck Expressway,T1,Short-Term,True,False,,0,107.0
10247,8/1/25,51.88,Van Wyck Expressway,T4,Business,False,False,,0,250.0
10248,8/1/25,52.2,Van Wyck Expressway,T1,Vacationer,False,False,,0,3108.0
10249,8/1/25,52.23,Van Wyck Expressway,T5,Business,False,False,,0,245.0
10250,8/1/25,52.27,Van Wyck Expressway,T8,Short-Term,False,False,,0,100.0
10251,8/1/25,52.68,Van Wyck Expressway,T1,Short-Term,False,False,,0,71.0
10252,8/1/25,52.75,Van Wyck Expressway,T5,Short-Term,False,False,,0,42.0
10253,8/1/25,52.77,Van Wyck Expressway,T5,Short-Term,False,False,,0,94.0
10254,8/1/25,52.81,Van Wyck Expressway,T5,Short-Term,False,False,,0,116.0
10255,8/1/25,52.82,Van Wyck Expressway,T8,Short-Term,False,False,,0,98.0
10256,8/1/25,52.85,Van Wyck Expressway,T8,Short-Term,False,False,,0,80.0
10257,8/1/25,53.28,Van Wyck Expressway,T8,Business,False,False,,0,378.0
10258,8/1/25,53.36,Van Wyck Expressway,T4,Business,False,False,,0,237.0
10259,8/1/25,53.43,Van Wyck Expressway,T5,Short-Term,False,False,,0,113.0
10260,8/1/25,53.49,Van Wyck Expressway,T1,Short-Term,False,False,,0,108.0
10261,8/1/25,53.82,Van Wyck Expressway,T8,Short-Term,False,False,,0,72.0
10262,8/1/25,54.29,Van Wyck Expressway,T8,Short-Term,True,False,,0,111.0
10263,8/1/25,54.5,Van Wyck Expressway,T5,Vacationer,False,False,,0,3264.0
10264,8/1/25,54.64,Van Wyck Expressway,T4,Business,True,False,,0,301.0
10265,8/1/25,54.98,Van Wyck Expressway,T4,Vacationer,False,False,,0,947.0
10266,8/1/25,55.05,Van Wyck Expressway,T5,Vacationer,False,False,,0,966.0
10267,8/1/25,55.43,Van Wyck Expressway,T4,Short-Term,False,False,,0,77.0
10268,8/1/25,55.49,Van Wyck Expressway,T4,Short-Term,True,False,,0,84.0
10269,8/1/25,55.98,Van Wyck Expressway,T5,Short-Term,True,False,,0,101.0
10270,8/1/25,56.07,Van Wyck Expressway,T8,Vacationer,False,False,,0,4213.0
10271,8/1/25,56.22,Van Wyck Expressway,T5,Staff,False,False,,0,480.0
10272,8/1/25,56.35,Van Wyck Expressway,T4,Business,False,False,,0,180.0
10273,8/1/25,56.65,Van Wyck Expressway,T5,Short-Term,False,False,,0,67.0
10274,8/1/25,56.65,Van Wyck Expressway,T5,Vacationer,False,False,,0,2659.0
10275,8/1/25,56.69,Van Wyck Expressway,T5,Short-Term,False,False,,0,37.0
10276,8/1/25,56.72,Van Wyck Expressway,T8,Business,False,False,,0,294.0
10277,8/1/25,56.9,Van Wyck Expressway,T5,Vacationer,False,False,,0,3065.0
10278,8/1/25,56.99,Van Wyck Expressway,T5,Business,False,False,,0,360.0
10279,8/1/25,57.14,Van Wyck Expressway,T8,Short-Term,False,False,,0,114.0
10280,8/1/25,57.19,Van Wyck Expressway,T5,Short-Term,False,False,,0,114.0
10281,8/1/25,57.79,Van Wyck Expressway,T1,Vacationer,False,False,,0,3973.0
10282,8/1/25,59.11,Van Wyck Expressway,T4,Vacationer,False,False,,0,3070.0
10283,8/1/25,59.36,Van Wyck Expressway,T8,Business,False,False,,0,471.0
10284,8/1/25,59.41,Van Wyck Expressway,T1,Business,False,False,,0,149.0
10285,8/1/25,59.61,Van Wyck Expressway,T4,Business,False,False,,0,325.0
10286,8/1/25,59.62,Van Wyck Expressway,T1,Vacationer,False,False,,0,841.0
10287,8/1/25,59.63,Van Wyck Expressway,T4,Short-Term,True,False,,0,75.0
10288,8/1/25,60.37,Van Wyck Expressway,T5,Vacationer,False,False,,0,1417.0
10289,8/1/25,60.95,Van Wyck Expressway,T4,Short-Term,False,False,,0,50.0
10290,8/1/25,61.0,Van Wyck Expressway,T5,Short-Term,False,False,,0,44.0
10291,8/1/25,61.07,Van Wyck Expressway,T5,Short-Term,False,False,,0,63.0
10292,8/1/25,61.23,Van Wyck Expressway,T4,Short-Term,True,False,,0,108.0
10293,8/1/25,61.35,Van Wyck Expressway,T5,Business,False,False,,0,127.0
10294,8/1/25,61.37,Van Wyck Expressway,T4,Staff,False,False,,0,480.0
10295,8/1/25,61.55,Van Wyck Expressway,T1,Short-Term,False,False,,0,64.0
10296,8/1/25,61.55,Van Wyck Expressway,T8,Vacationer,False,False,,0,2991.0
10297,8/1/25,61.63,Van Wyck Expressway,T5,Business,False,False,,0,145.0
10298,8/1/25,61.73,Van Wyck Expressway,T5,Staff,False,False,,0,480.0
10299,8/1/25,61.94,Van Wyck Expressway,T8,Vacationer,False,False,,0,2196.0
10300,8/1/25,62.18,Van Wyck Expressway,T4,Short-Term,False,False,,0,65.0
10301,8/1/25,62.29,Van Wyck Expressway,T4,Short-Term,False,False,,0,59.0
10302,8/1/25,62.67,Van Wyck Expressway,T1,Vacationer,False,False,,0,4101.0
10303,8/1/25,62.97,Van Wyck Expressway,T1,Business,False,False,,0,380.0
10304,8/1/25,63.22,Van Wyck Expressway,T5,Business,False,False,,0,309.0
10305,8/1/25,63.26,Van Wyck Expressway,T5,Business,False,False,,0,331.0
10306,8/1/25,63.31,Van Wyck Expressway,T8,Business,False,False,,0,172.0
10307,8/1/25,63.36,Van Wyck Expressway,T4,Short-Term,False,False,,0,38.0
10308,8/1/25,63.55,Van Wyck Expressway,T4,Short-Term,False,False,,0,96.0
10309,8/1/25,63.58,Van Wyck Expressway,T1,Vacationer,False,False,,0,1617.0
10310,8/1/25,63.61,Van Wyck Expressway,T5,Vacationer,False,False,,0,1284.0
10311,8/1/25,63.81,Van Wyck Expressway,T4,Short-Term,False,False,,0,109.0
10312,8/1/25,64.2,Van Wyck Expressway,T1,Vacationer,False,False,,0,1353.0
10313,8/1/25,64.21,Van Wyck Expressway,T8,Vacationer,False,False,,0,1447.0
10314,8/1/25,64.98,Van Wyck Expressway,T5,Business,False,False,,0,299.0
10315,8/1/25,65.36,Van Wyck Expressway,T1,Short-Term,False,False,,0,63.0
10316,8/1/25,65.57,Van Wyck Expressway,T1,Short-Term,False,False,,0,56.0
10317,8/1/25,65.58,Van Wyck Expressway,T1,Vacationer,False,False,,0,3592.0
10318,8/1/25,65.61,Van Wyck Expressway,T8,Business,False,False,,0,146.0
10319,8/1/25,65.83,Van Wyck Expressway,T5,Short-Term,False,False,,0,100.0
10320,8/1/25,66.45,Van Wyck Expressway,T5,Short-Term,True,False,,0,110.0
10321,8/1/25,66.57,Van Wyck Expressway,T4,Vacationer,False,False,,0,565.0
