AgentID,Date,ArrivalTime,EntryPoint,TargetTerminal,UserType,ReservationStatus,DisabilityStatus,LotID,ParkingFee,ParkingDurationForecast
10103,8/1/25,4.04,Van Wyck Expressway,T5,Business,False,False,,0,239.0
10104,8/1/25,4.06,Van Wyck Expressway,T4,Short-Term,False,False,,0,35.0
10105,8/1/25,4.06,Van Wyck Expressway,T1,Short-Term,False,False,,0,91.0
10106,8/1/25,4.07,Van Wyck Expressway,T8,Business,False,False,,0,433.0
10107,8/1/25,4.08,Van Wyck Expressway,T8,Staff,False,False,,0,480.0
10108,8/1/25,4.12,Van Wyck Expressway,T8,Short-Term,False,False,,0,119.0
10109,8/1/25,4.12,Van Wyck Expressway,T8,Business,True,False,,0,180.0
10110,8/1/25,4.13,Van Wyck Expressway,T1,Short-Term,False,False,,0,83.0
10111,8/1/25,4.22,Van Wyck Expressway,T8,Short-Term,False,False,,0,35.0
10112,8/1/25,4.24,Van Wyck Expressway,T1,Short-Term,False,False,,0,47.0
10113,8/1/25,4.27,Van Wyck Expressway,T4,Short-Term,False,False,,0,62.0
10114,8/1/25,4.28,Van Wyck Expressway,T5,Business,False,False,,0,231.0
10115,8/1/25,4.35,Van Wyck Expressway,T1,Business,False,False,,0,147.0
10116,8/1/25,4.46,Van Wyck Expressway,T1,Business,False,False,,0,271.0
10117,8/1/25,4.57,Van Wyck Expressway,T1,Vacationer,False,False,,0,1989.0
10118,8/1/25,4.63,Van Wyck Expressway,T5,Business,False,False,,0,334.0
10119,8/1/25,4.65,Van Wyck Expressway,T5,Staff,False,False,,0,480.0
10120,8/1/25,4.65,Van Wyck Expressway,T5,Short-Term,False,False,,0,35.0
10121,8/1/25,4.73,Van Wyck Expressway,T5,Vacationer,False,False,,0,3976.0
10122,8/1/25,4.76,Van Wyck Expressway,T4,Vacationer,False,False,,0,1339.0
10123,8/1/25,4.79,Van Wyck Expressway,T5,Short-Term,False,False,,0,49.0
10124,8/1/25,4.87,Van Wyck Expressway,T4,Vacationer,False,False,,0,810.0
10125,8/1/25,4.92,Van Wyck Expressway,T4,Business,False,False,,0,231.0
10126,8/1/25,4.99,Van Wyck Expressway,T4,Staff,False,False,,0,480.0
10127,8/1/25,5.01,Van Wyck Expressway,T5,Short-Term,False,False,,0,101.0
10128,8/1/25,5.05,Van Wyck Expressway,T5,Vacationer,False,False,,0,418.0
10129,8/1/25,5.06,Van Wyck Expressway,T4,Business,False,False,,0,153.0
10130,8/1/25,5.12,Van Wyck Expressway,T1,Business,False,False,,0,263.0
10131,8/1/25,5.15,Van Wyck Expressway,T1,Vacationer,False,False,,0,2179.0
10132,8/1/25,5.23,Van Wyck Expressway,T8,Vacationer,False,False,,0,4241.0
10133,8/1/25,5.26,Van Wyck Expressway,T5,Short-Term,False,False,,0,61.0
10134,8/1/25,5.29,Van Wyck Expressway,T8,Business,False,False,,0,170.0
10135,8/1/25,5.33,Van Wyck Expressway,T8,Short-Term,False,False,,0,109.0
10136,8/1/25,5.36,Van Wyck Expressway,T1,Staff,False,False,,0,480.0
10137,8/1/25,5.36,Van Wyck Expressway,T8,Short-Term,False,False,,0,33.0
10138,8/1/25,5.39,Van Wyck Expressway,T8,Business,False,False,,0,251.0
10139,8/1/25,5.42,Van Wyck Expressway,T1,Business,True,False,,0,293.0
10140,8/1/25,5.46,Van Wyck Expressway,T5,Business,False,False,,0,142.0
10141,8/1/25,5.48,Van Wyck Expressway,T1,Vacationer,False,False,,0,4266.0
10142,8/1/25,5.51,Van Wyck Expressway,T4,Staff,False,False,,0,480.0
10143,8/1/25,5.53,Van Wyck Expressway,T1,Business,True,False,,0,173.0
10144,8/1/25,5.53,Van Wyck Expressway,T5,Business,False,False,,0,312.0
10145,8/1/25,5.54,Van Wyck Expressway,T5,Business,False,False,,0,158.0
10146,8/1/25,5.59,Van Wyck Expressway,T5,Short-Term,False,False,,0,49.0
10147,8/1/25,5.61,Van Wyck Expressway,T1,Short-Term,False,False,,0,73.0
10148,8/1/25,5.62,Van Wyck Expressway,T4,Business,True,False,,0,313.0
10149,8/1/25,5.66,Van Wyck Expressway,T1,Vacationer,False,False,,0,1860.0
10150,8/1/25,5.68,Van Wyck Expressway,T8,Vacationer,False,False,,0,1770.0
10151,8/1/25,5.85,Van Wyck Expressway,T1,Business,True,False,,0,201.0
10152,8/1/25,5.87,Van Wyck Expressway,T4,Business,False,False,,0,223.0
10153,8/1/25,5.87,Van Wyck Expressway,T5,Vacationer,True,False,,0,432.0
10154,8/1/25,5.92,Van Wyck Expressway,T4,Staff,False,False,,0,480.0
10155,8/1/25,6.06,Van Wyck Expressway,T4,Vacationer,False,False,,0,2303.0
10156,8/1/25,6.11,Van Wyck Expressway,T4,Vacationer,False,False,,0,2624.0
10157,8/1/25,6.13,Van Wyck Expressway,T4,Vacationer,False,False,,0,3175.0
10158,8/1/25,6.13,Van Wyck Expressway,T8,Vacationer,False,False,,0,2778.0
10159,8/1/25,6.15,Van Wyck Expressway,T5,Business,False,False,,0,235.0
10160,8/1/25,6.18,Van Wyck Expressway,T8,Short-Term,False,False,,0,36.0
10161,8/1/25,6.37,Van Wyck Expressway,T4,Short-Term,True,False,,0,42.0
10162,8/1/25,6.37,Van Wyck Expressway,T5,Short-Term,False,False,,0,67.0
10163,8/1/25,6.39,Van Wyck Expressway,T4,Staff,False,False,,0,480.0
10164,8/1/25,6.41,Van Wyck Expressway,T5,Staff,False,False,,0,480.0
10165,8/1/25,6.41,Van Wyck Expressway,T8,Short-Term,False,False,,0,34.0
10166,8/1/25,6.48,Van Wyck Expressway,T1,Vacationer,False,False,,0,1008.0
10167,8/1/25,6.48,Van Wyck Expressway,T5,Vacationer,False,False,,0,3955.0
10168,8/1/25,6.5,Van Wyck Expressway,T4,Business,False,False,,0,278.0
10169,8/1/25,6.52,Van Wyck Expressway,T4,Business,False,False,,0,278.0
10170,8/1/25,6.55,Van Wyck Expressway,T5,Short-Term,False,False,,0,79.0
10171,8/1/25,6.65,Van Wyck Expressway,T5,Business,False,False,,0,240.0
10172,8/1/25,6.7,Van Wyck Expressway,T8,Business,False,False,,0,343.0
10173,8/1/25,6.73,Van Wyck Expressway,T8,Vacationer,False,False,,0,3340.0
10174,8/1/25,6.78,Van Wyck Expressway,T1,Vacationer,True,False,,0,2617.0
10175,8/1/25,6.84,Van Wyck Expressway,T1,Vacationer,False,False,,0,2484.0
10176,8/1/25,6.85,Van Wyck Expressway,T8,Business,False,False,,0,407.0
10177,8/1/25,6.86,Van Wyck Expressway,T8,Short-Term,False,False,,0,31.0
10178,8/1/25,6.9,Van Wyck Expressway,T4,Business,False,False,,0,244.0
10179,8/1/25,6.91,Van Wyck Expressway,T4,Staff,False,False,,0,480.0
10180,8/1/25,6.93,Van Wyck Expressway,T5,Short-Term,False,False,,0,83.0
10181,8/1/25,6.96,Van Wyck Expressway,T5,Business,False,False,,0,333.0
10182,8/1/25,6.96,Van Wyck Expressway,T1,Staff,False,False,,0,480.0
10183,8/1/25,7.01,Van Wyck Expressway,T8,Short-Term,False,False,,0,36.0
10184,8/1/25,7.01,Van Wyck Expressway,T1,Short-Term,False,False,,0,71.0
10185,8/1/25,7.02,Van Wyck Expressway,T4,Staff,False,False,,0,480.0
10186,8/1/25,7.09,Van Wyck Expressway,T4,Short-Term,False,False,,0,83.0
10187,8/1/25,7.11,Van Wyck Expressway,T1,Short-Term,False,False,,0,101.0
10188,8/1/25,7.15,Van Wyck Expressway,T8,Short-Term,False,False,,0,113.0
10189,8/1/25,7.16,Van Wyck Expressway,T4,Short-Term,False,False,,0,83.0
10190,8/1/25,7.17,Van Wyck Expressway,T4,Staff,False,False,,0,480.0
10191,8/1/25,7.19,Van Wyck Expressway,T8,Business,False,False,,0,401.0
10192,8/1/25,7.21,Van Wyck Expressway,T4,Short-Term,False,False,,0,46.0
10193,8/1/25,7.34,Van Wyck Expressway,T4,Short-Term,False,False,,0,78.0
10194,8/1/25,7.34,Van Wyck Expressway,T8,Short-Term,True,False,,0,97.0
10195,8/1/25,7.35,Van Wyck Expressway,T8,Vacationer,False,False,,0,2835.0
10196,8/1/25,7.37,Van Wyck Expressway,T5,Vacationer,True,False,,0,3431.0
10197,8/1/25,7.4,Van Wyck Expressway,T8,Business,False,False,,0,299.0
10198,8/1/25,7.45,Van Wyck Expressway,T8,Short-Term,False,False,,0,115.0
10199,8/1/25,7.47,Van Wyck Expressway,T4,Short-Term,False,False,,0,102.0
10200,8/1/25,7.63,Van Wyck Expressway,T5,Vacationer,False,False,,0,467.0
10201,8/1/25,7.64,Van Wyck Expressway,T5,Short-Term,False,False,,0,84.0
10202,8/1/25,7.65,Van Wyck Expressway,T5,Business,False,False,,0,206.0
10203,8/1/25,7.66,Van Wyck Expressway,T4,Short-Term,False,False,,0,103.0
10204,8/1/25,7.79,Van Wyck Expressway,T4,Staff,False,False,,0,480.0
10205,8/1/25,7.8,Van Wyck Expressway,T5,Vacationer,False,False,,0,3274.0
10206,8/1/25,7.88,Van Wyck Expressway,T5,Short-Term,False,False,,0,68.0
10207,8/1/25,7.97,Van Wyck Expressway,T8,Vacationer,False,False,,0,3627.0
10208,8/1/25,7.99,Van Wyck Expressway,T8,Short-Term,False,False,,0,67.0
10209,8/1/25,8.02,Van Wyck Expressway,T8,Business,False,False,,0,471.0
10210,8/1/25,8.08,Van Wyck Expressway,T4,Short-Term,False,False,,0,111.0
10211,8/1/25,8.14,Van Wyck Expressway,T5,Business,False,False,,0,387.0
10212,8/1/25,8.19,Van Wyck Expressway,T1,Business,False,False,,0,421.0
10213,8/1/25,8.36,Van Wyck Expressway,T1,Business,False,False,,0,366.0
10214,8/1/25,8.43,Van Wyck Expressway,T4,Business,False,False,,0,219.0
10215,8/1/25,8.46,Van Wyck Expressway,T4,Business,False,False,,0,158.0
10216,8/1/25,8.47,Van Wyck Expressway,T5,Short-Term,False,False,,0,84.0
10217,8/1/25,8.5,Van Wyck Expressway,T5,Business,False,False,,0,422.0
10218,8/1/25,8.52,Van Wyck Expressway,T4,Vacationer,True,False,,0,1018.0
10219,8/1/25,8.58,Van Wyck Expressway,T8,Short-Term,False,False,,0,36.0
10220,8/1/25,8.65,Van Wyck Expressway,T8,Business,False,False,,0,227.0
10221,8/1/25,8.68,Van Wyck Expressway,T5,Business,False,False,,0,169.0
10222,8/1/25,8.71,Van Wyck Expressway,T5,Short-Term,False,False,,0,84.0
10223,8/1/25,8.71,Van Wyck Expressway,T1,Business,False,False,,0,344.0
10224,8/1/25,8.74,Van Wyck Expressway,T8,Short-Term,False,False,,0,75.0
10225,8/1/25,8.78,Van Wyck Expressway,T5,Business,True,False,,0,148.0
10226,8/1/25,8.78,Van Wyck Expressway,T4,Staff,False,False,,0,480.0
10227,8/1/25,8.8,Van Wyck Expressway,T5,Short-Term,False,False,,0,101.0
10228,8/1/25,8.85,Van Wyck Expressway,T8,Business,False,False,,0,434.0
10229,8/1/25,8.9,Van Wyck Expressway,T5,Vacationer,False,False,,0,2883.0
10230,8/1/25,9.06,Van Wyck Expressway,T8,Staff,False,False,,0,480.0
10231,8/1/25,9.23,Van Wyck Expressway,T5,Staff,True,False,,0,480.0
10232,8/1/25,9.27,Van Wyck Expressway,T4,Staff,False,False,,0,480.0
10233,8/1/25,9.37,Van Wyck Expressway,T1,Short-Term,False,False,,0,47.0
10234,8/1/25,9.37,Van Wyck Expressway,T1,Business,False,False,,0,430.0
10235,8/1/25,9.45,Van Wyck Expressway,T4,Short-Term,False,False,,0,89.0
10236,8/1/25,9.47,Van Wyck Expressway,T1,Business,True,False,,0,371.0
10237,8/1/25,9.48,Van Wyck Expressway,T8,Vacationer,False,False,,0,3544.0
10238,8/1/25,9.51,Van Wyck Expressway,T1,Business,False,False,,0,439.0
10239,8/1/25,9.55,Van Wyck Expressway,T5,Short-Term,False,False,,0,119.0
10240,8/1/25,9.55,Van Wyck Expressway,T4,Short-Term,False,False,,0,102.0
10241,8/1/25,9.8,Van Wyck Expressway,T4,Short-Term,True,False,,0,33.0
10242,8/1/25,9.83,Van Wyck Expressway,T8,Business,False,False,,0,397.0
10243,8/1/25,9.85,Van Wyck Expressway,T1,Business,False,False,,0,121.0
10244,8/1/25,9.87,Van Wyck Expressway,T4,Short-Term,False,False,,0,51.0
10245,8/1/25,9.87,Van Wyck Expressway,T4,Short-Term,True,False,,0,40.0
10246,8/1/25,9.89,Van Wyck Expressway,T5,Short-Term,False,False,,0,101.0
10247,8/1/25,9.9,Van Wyck Expressway,T8,Business,False,False,,0,336.0
10248,8/1/25,9.99,Van Wyck Expressway,T5,Staff,False,False,,0,480.0
10249,8/1/25,10.0,Van Wyck Expressway,T5,Staff,False,False,,0,480.0
10250,8/1/25,10.07,Van Wyck Expressway,T5,Short-Term,False,False,,0,50.0
10251,8/1/25,10.08,Van Wyck Expressway,T4,Vacationer,False,False,,0,2854.0
10252,8/1/25,10.09,Van Wyck Expressway,T8,Business,False,False,,0,183.0
10253,8/1/25,10.11,Van Wyck Expressway,T4,Vacationer,False,False,,0,3914.0
10254,8/1/25,10.14,Van Wyck Expressway,T1,Business,False,False,,0,333.0
10255,8/1/25,10.17,Van Wyck Expressway,T1,Short-Term,False,False,,0,55.0
10256,8/1/25,10.2,Van Wyck Expressway,T4,Short-Term,False,False,,0,103.0
10257,8/1/25,10.24,Van Wyck Expressway,T5,Business,False,False,,0,211.0
10258,8/1/25,10.24,Van Wyck Expressway,T8,Business,False,False,,0,149.0
10259,8/1/25,10.25,Van Wyck Expressway,T1,Business,False,False,,0,142.0
10260,8/1/25,10.34,Van Wyck Expressway,T5,Business,False,False,,0,245.0
10261,8/1/25,10.38,Van Wyck Expressway,T1,Business,False,False,,0,308.0
10262,8/1/25,10.46,Van Wyck Expressway,T5,Short-Term,False,False,,0,94.0
10263,8/1/25,10.53,Van Wyck Expressway,T4,Business,False,False,,0,372.0
10264,8/1/25,10.54,Van Wyck Expressway,T1,Vacationer,False,False,,0,476.0
10265,8/1/25,10.61,Van Wyck Expressway,T5,Short-Term,False,False,,0,112.0
10266,8/1/25,10.61,Van Wyck Expressway,T1,Business,False,False,,0,122.0
10267,8/1/25,10.63,Van Wyck Expressway,T1,Business,False,False,,0,162.0
10268,8/1/25,10.65,Van Wyck Expressway,T1,Short-Term,False,False,,0,40.0
10269,8/1/25,10.7,Van Wyck Expressway,T8,Business,False,False,,0,261.0
10270,8/1/25,10.71,Van Wyck Expressway,T4,Vacationer,False,False,,0,3084.0
10271,8/1/25,10.71,Van Wyck Expressway,T1,Short-Term,False,False,,0,94.0
10272,8/1/25,10.74,Van Wyck Expressway,T8,Short-Term,True,False,,0,108.0
10273,8/1/25,10.88,Van Wyck Expressway,T8,Staff,False,False,,0,480.0
10274,8/1/25,10.92,Van Wyck Expressway,T1,Short-Term,True,False,,0,59.0
10275,8/1/25,10.95,Van Wyck Expressway,T4,Vacationer,True,False,,0,989.0
10276,8/1/25,10.97,Van Wyck Expressway,T5,Staff,False,False,,0,480.0
10277,8/1/25,10.98,Van Wyck Expressway,T1,Vacationer,False,False,,0,3686.0
10278,8/1/25,11.04,Van Wyck Expressway,T5,Short-Term,False,False,,0,116.0
10279,8/1/25,11.05,Van Wyck Expressway,T1,Business,False,False,,0,429.0
10280,8/1/25,11.18,Van Wyck Expressway,T1,Vacationer,False,False,,0,1981.0
10281,8/1/25,11.27,Van Wyck Expressway,T1,Short-Term,False,False,,0,108.0
10282,8/1/25,11.32,Van Wyck Expressway,T8,Business,False,False,,0,469.0
10283,8/1/25,11.33,Van Wyck Expressway,T1,Vacationer,False,False,,0,2157.0
10284,8/1/25,11.36,Van Wyck Expressway,T1,Short-Term,False,False,,0,33.0
10285,8/1/25,11.46,Van Wyck Expressway,T4,Business,False,False,,0,120.0
10286,8/1/25,11.49,Van Wyck Expressway,T8,Business,False,False,,0,192.0
10287,8/1/25,11.52,Van Wyck Expressway,T4,Short-Term,False,False,,0,83.0
10288,8/1/25,11.54,Van Wyck Expressway,T1,Staff,True,False,,0,480.0
10289,8/1/25,11.55,Van Wyck Expressway,T4,Short-Term,False,False,,0,95.0
10290,8/1/25,11.59,Van Wyck Expressway,T8,Vacationer,False,False,,0,517.0
10291,8/1/25,11.62,Van Wyck Expressway,T1,Short-Term,False,False,,0,81.0
10292,8/1/25,11.62,Van Wyck Expressway,T8,Business,False,False,,0,321.0
10293,8/1/25,11.62,Van Wyck Expressway,T4,Short-Term,False,False,,0,109.0
10294,8/1/25,11.62,Van Wyck Expressway,T4,Vacationer,False,False,,0,886.0
10295,8/1/25,11.65,Van Wyck Expressway,T4,Business,False,False,,0,135.0
10296,8/1/25,11.7,Van Wyck Expressway,T1,Staff,False,False,,0,480.0
10297,8/1/25,11.7,Van Wyck Expressway,T5,Staff,False,False,,0,480.0
10298,8/1/25,11.71,Van Wyck Expressway,T8,Staff,False,False,,0,480.0
10299,8/1/25,11.78,Van Wyck Expressway,T5,Short-Term,False,False,,0,89.0
10300,8/1/25,11.81,Van Wyck Expressway,T4,Business,False,False,,0,352.0
10301,8/1/25,11.84,Van Wyck Expressway,T5,Vacationer,False,False,,0,2709.0
10302,8/1/25,11.88,Van Wyck Expressway,T5,Business,False,False,,0,471.0
10303,8/1/25,11.9,Van Wyck Expressway,T5,Short-Term,False,False,,0,34.0
10304,8/1/25,11.91,Van Wyck Expressway,T5,Short-Term,False,False,,0,120.0
10305,8/1/25,12.05,Van Wyck Expressway,T4,Business,False,False,,0,199.0
10306,8/1/25,12.08,Van Wyck Expressway,T5,Short-Term,False,False,,0,108.0
10307,8/1/25,12.13,Van Wyck Expressway,T8,Vacationer,False,False,,0,3272.0
10308,8/1/25,12.19,Van Wyck Expressway,T4,Business,False,False,,0,328.0
10309,8/1/25,12.21,Van Wyck Expressway,T8,Vacationer,False,False,,0,2727.0
10310,8/1/25,12.27,Van Wyck Expressway,T5,Business,False,False,,0,448.0
10311,8/1/25,12.28,Van Wyck Expressway,T8,Business,False,False,,0,205.0
10312,8/1/25,12.34,Van Wyck Expressway,T4,Business,False,False,,0,206.0
10313,8/1/25,12.48,Van Wyck Expressway,T1,Short-Term,True,False,,0,69.0
10314,8/1/25,12.49,Van Wyck Expressway,T4,Business,False,False,,0,249.0
10315,8/1/25,12.52,Van Wyck Expressway,T5,Short-Term,False,False,,0,66.0
10316,8/1/25,12.6,Van Wyck Expressway,T1,Short-Term,False,False,,0,42.0
10317,8/1/25,12.74,Van Wyck Expressway,T5,Business,False,False,,0,279.0
10318,8/1/25,12.76,Van Wyck Expressway,T8,Business,False,False,,0,275.0
10319,8/1/25,12.77,Van Wyck Expressway,T1,Business,False,False,,0,249.0
10320,8/1/25,12.79,Van Wyck Expressway,T5,Business,False,False,,0,291.0
10321,8/1/25,12.86,Van Wyck Expressway,T8,Vacationer,False,False,,0,2570.0
10322,8/1/25,12.89,Van Wyck Expressway,T4,Short-Term,True,False,,0,78.0
